vol,a280,complex
3.298,-0.038,YiiP + Fab1
3.328,-0.04,YiiP + Fab1
3.358,-0.041,YiiP + Fab1
3.388,-0.04,YiiP + Fab1
3.418,-0.04,YiiP + Fab1
3.448,-0.039,YiiP + Fab1
3.478,-0.043,YiiP + Fab1
3.508,-0.045,YiiP + Fab1
3.538,-0.046,YiiP + Fab1
3.568,-0.043,YiiP + Fab1
3.598,-0.042,YiiP + Fab1
3.628,-0.044,YiiP + Fab1
3.658,-0.044,YiiP + Fab1
3.688,-0.042,YiiP + Fab1
3.718,-0.038,YiiP + Fab1
3.748,-0.036,YiiP + Fab1
3.778,-0.035,YiiP + Fab1
3.808,-0.034,YiiP + Fab1
3.838,-0.034,YiiP + Fab1
3.868,-0.035,YiiP + Fab1
3.898,-0.036,YiiP + Fab1
3.928,-0.037,YiiP + Fab1
3.958,-0.038,YiiP + Fab1
3.988,-0.039,YiiP + Fab1
4.018,-0.039,YiiP + Fab1
4.048,-0.037,YiiP + Fab1
4.078,-0.039,YiiP + Fab1
4.108,-0.043,YiiP + Fab1
4.138,-0.045,YiiP + Fab1
4.168,-0.045,YiiP + Fab1
4.198,-0.043,YiiP + Fab1
4.228,-0.044,YiiP + Fab1
4.258,-0.048,YiiP + Fab1
4.288,-0.051,YiiP + Fab1
4.318,-0.052,YiiP + Fab1
4.348,-0.051,YiiP + Fab1
4.378,-0.052,YiiP + Fab1
4.408,-0.052,YiiP + Fab1
4.437,-0.05,YiiP + Fab1
4.467,-0.05,YiiP + Fab1
4.497,-0.051,YiiP + Fab1
4.527,-0.052,YiiP + Fab1
4.557,-0.054,YiiP + Fab1
4.587,-0.057,YiiP + Fab1
4.617,-0.057,YiiP + Fab1
4.647,-0.058,YiiP + Fab1
4.677,-0.057,YiiP + Fab1
4.707,-0.054,YiiP + Fab1
4.737,-0.055,YiiP + Fab1
4.767,-0.056,YiiP + Fab1
4.797,-0.055,YiiP + Fab1
4.827,-0.053,YiiP + Fab1
4.857,-0.051,YiiP + Fab1
4.887,-0.051,YiiP + Fab1
4.917,-0.054,YiiP + Fab1
4.947,-0.055,YiiP + Fab1
4.977,-0.055,YiiP + Fab1
5.007,-0.055,YiiP + Fab1
5.037,-0.059,YiiP + Fab1
5.067,-0.061,YiiP + Fab1
5.097,-0.064,YiiP + Fab1
5.127,-0.067,YiiP + Fab1
5.157,-0.072,YiiP + Fab1
5.187,-0.075,YiiP + Fab1
5.217,-0.072,YiiP + Fab1
5.247,-0.071,YiiP + Fab1
5.277,-0.07,YiiP + Fab1
5.307,-0.068,YiiP + Fab1
5.337,-0.063,YiiP + Fab1
5.367,-0.061,YiiP + Fab1
5.397,-0.059,YiiP + Fab1
5.427,-0.057,YiiP + Fab1
5.457,-0.054,YiiP + Fab1
5.487,-0.052,YiiP + Fab1
5.517,-0.052,YiiP + Fab1
5.547,-0.053,YiiP + Fab1
5.577,-0.055,YiiP + Fab1
5.607,-0.053,YiiP + Fab1
5.637,-0.053,YiiP + Fab1
5.667,-0.054,YiiP + Fab1
5.697,-0.057,YiiP + Fab1
5.727,-0.057,YiiP + Fab1
5.757,-0.054,YiiP + Fab1
5.787,-0.055,YiiP + Fab1
5.817,-0.058,YiiP + Fab1
5.847,-0.061,YiiP + Fab1
5.877,-0.063,YiiP + Fab1
5.907,-0.061,YiiP + Fab1
5.937,-0.063,YiiP + Fab1
5.967,-0.063,YiiP + Fab1
5.997,-0.063,YiiP + Fab1
6.027,-0.062,YiiP + Fab1
6.057,-0.063,YiiP + Fab1
6.087,-0.065,YiiP + Fab1
6.117,-0.066,YiiP + Fab1
6.147,-0.065,YiiP + Fab1
6.177,-0.065,YiiP + Fab1
6.207,-0.066,YiiP + Fab1
6.236,-0.065,YiiP + Fab1
6.266,-0.065,YiiP + Fab1
6.296,-0.065,YiiP + Fab1
6.326,-0.065,YiiP + Fab1
6.356,-0.064,YiiP + Fab1
6.386,-0.064,YiiP + Fab1
6.416,-0.065,YiiP + Fab1
6.446,-0.064,YiiP + Fab1
6.476,-0.062,YiiP + Fab1
6.506,-0.062,YiiP + Fab1
6.536,-0.06,YiiP + Fab1
6.566,-0.057,YiiP + Fab1
6.596,-0.057,YiiP + Fab1
6.626,-0.058,YiiP + Fab1
6.656,-0.057,YiiP + Fab1
6.686,-0.055,YiiP + Fab1
6.716,-0.055,YiiP + Fab1
6.746,-0.056,YiiP + Fab1
6.776,-0.055,YiiP + Fab1
6.806,-0.056,YiiP + Fab1
6.836,-0.057,YiiP + Fab1
6.866,-0.056,YiiP + Fab1
6.896,-0.052,YiiP + Fab1
6.926,-0.049,YiiP + Fab1
6.956,-0.049,YiiP + Fab1
6.986,-0.052,YiiP + Fab1
7.016,-0.055,YiiP + Fab1
7.046,-0.054,YiiP + Fab1
7.076,-0.053,YiiP + Fab1
7.106,-0.053,YiiP + Fab1
7.136,-0.054,YiiP + Fab1
7.166,-0.052,YiiP + Fab1
7.196,-0.05,YiiP + Fab1
7.226,-0.049,YiiP + Fab1
7.256,-0.049,YiiP + Fab1
7.286,-0.046,YiiP + Fab1
7.316,-0.042,YiiP + Fab1
7.346,-0.039,YiiP + Fab1
7.376,-0.038,YiiP + Fab1
7.406,-0.038,YiiP + Fab1
7.436,-0.037,YiiP + Fab1
7.466,-0.034,YiiP + Fab1
7.496,-0.032,YiiP + Fab1
7.526,-0.031,YiiP + Fab1
7.556,-0.031,YiiP + Fab1
7.586,-0.028,YiiP + Fab1
7.616,-0.027,YiiP + Fab1
7.646,-0.025,YiiP + Fab1
7.676,-0.024,YiiP + Fab1
7.706,-0.021,YiiP + Fab1
7.736,-0.019,YiiP + Fab1
7.766,-0.017,YiiP + Fab1
7.796,-0.017,YiiP + Fab1
7.826,-0.015,YiiP + Fab1
7.856,-0.014,YiiP + Fab1
7.886,-0.013,YiiP + Fab1
7.916,-0.013,YiiP + Fab1
7.946,-0.009,YiiP + Fab1
7.976,-0.004,YiiP + Fab1
8.005,0,YiiP + Fab1
8.035,0.002,YiiP + Fab1
8.065,0.004,YiiP + Fab1
8.095,0.007,YiiP + Fab1
8.125,0.012,YiiP + Fab1
8.155,0.016,YiiP + Fab1
8.185,0.019,YiiP + Fab1
8.215,0.02,YiiP + Fab1
8.245,0.023,YiiP + Fab1
8.275,0.026,YiiP + Fab1
8.305,0.027,YiiP + Fab1
8.335,0.029,YiiP + Fab1
8.365,0.034,YiiP + Fab1
8.395,0.038,YiiP + Fab1
8.425,0.039,YiiP + Fab1
8.455,0.041,YiiP + Fab1
8.485,0.045,YiiP + Fab1
8.515,0.049,YiiP + Fab1
8.545,0.049,YiiP + Fab1
8.575,0.049,YiiP + Fab1
8.605,0.052,YiiP + Fab1
8.635,0.06,YiiP + Fab1
8.665,0.07,YiiP + Fab1
8.695,0.081,YiiP + Fab1
8.725,0.093,YiiP + Fab1
8.755,0.105,YiiP + Fab1
8.785,0.113,YiiP + Fab1
8.815,0.123,YiiP + Fab1
8.845,0.133,YiiP + Fab1
8.875,0.142,YiiP + Fab1
8.905,0.152,YiiP + Fab1
8.935,0.158,YiiP + Fab1
8.965,0.163,YiiP + Fab1
8.995,0.168,YiiP + Fab1
9.025,0.173,YiiP + Fab1
9.055,0.173,YiiP + Fab1
9.085,0.17,YiiP + Fab1
9.115,0.166,YiiP + Fab1
9.145,0.163,YiiP + Fab1
9.175,0.156,YiiP + Fab1
9.205,0.147,YiiP + Fab1
9.235,0.139,YiiP + Fab1
9.265,0.13,YiiP + Fab1
9.295,0.125,YiiP + Fab1
9.325,0.119,YiiP + Fab1
9.355,0.11,YiiP + Fab1
9.385,0.101,YiiP + Fab1
9.415,0.095,YiiP + Fab1
9.445,0.09,YiiP + Fab1
9.475,0.083,YiiP + Fab1
9.505,0.08,YiiP + Fab1
9.535,0.078,YiiP + Fab1
9.565,0.076,YiiP + Fab1
9.595,0.073,YiiP + Fab1
9.625,0.07,YiiP + Fab1
9.655,0.069,YiiP + Fab1
9.685,0.068,YiiP + Fab1
9.715,0.067,YiiP + Fab1
9.745,0.067,YiiP + Fab1
9.774,0.07,YiiP + Fab1
9.804,0.07,YiiP + Fab1
9.834,0.071,YiiP + Fab1
9.864,0.073,YiiP + Fab1
9.894,0.076,YiiP + Fab1
9.924,0.08,YiiP + Fab1
9.954,0.083,YiiP + Fab1
9.984,0.084,YiiP + Fab1
10.014,0.087,YiiP + Fab1
10.044,0.092,YiiP + Fab1
10.074,0.097,YiiP + Fab1
10.104,0.101,YiiP + Fab1
10.134,0.103,YiiP + Fab1
10.164,0.108,YiiP + Fab1
10.194,0.112,YiiP + Fab1
10.224,0.117,YiiP + Fab1
10.254,0.122,YiiP + Fab1
10.284,0.129,YiiP + Fab1
10.314,0.136,YiiP + Fab1
10.344,0.143,YiiP + Fab1
10.374,0.148,YiiP + Fab1
10.404,0.153,YiiP + Fab1
10.434,0.161,YiiP + Fab1
10.464,0.17,YiiP + Fab1
10.494,0.179,YiiP + Fab1
10.524,0.186,YiiP + Fab1
10.554,0.194,YiiP + Fab1
10.584,0.205,YiiP + Fab1
10.614,0.214,YiiP + Fab1
10.644,0.22,YiiP + Fab1
10.674,0.227,YiiP + Fab1
10.704,0.239,YiiP + Fab1
10.734,0.251,YiiP + Fab1
10.764,0.26,YiiP + Fab1
10.794,0.268,YiiP + Fab1
10.824,0.276,YiiP + Fab1
10.854,0.287,YiiP + Fab1
10.884,0.299,YiiP + Fab1
10.914,0.31,YiiP + Fab1
10.944,0.322,YiiP + Fab1
10.974,0.337,YiiP + Fab1
11.004,0.354,YiiP + Fab1
11.034,0.368,YiiP + Fab1
11.064,0.381,YiiP + Fab1
11.094,0.394,YiiP + Fab1
11.124,0.41,YiiP + Fab1
11.154,0.425,YiiP + Fab1
11.184,0.442,YiiP + Fab1
11.214,0.458,YiiP + Fab1
11.244,0.476,YiiP + Fab1
11.274,0.491,YiiP + Fab1
11.304,0.509,YiiP + Fab1
11.334,0.527,YiiP + Fab1
11.364,0.546,YiiP + Fab1
11.394,0.569,YiiP + Fab1
11.424,0.589,YiiP + Fab1
11.454,0.607,YiiP + Fab1
11.484,0.627,YiiP + Fab1
11.514,0.649,YiiP + Fab1
11.543,0.672,YiiP + Fab1
11.573,0.694,YiiP + Fab1
11.603,0.716,YiiP + Fab1
11.633,0.743,YiiP + Fab1
11.663,0.767,YiiP + Fab1
11.693,0.79,YiiP + Fab1
11.723,0.814,YiiP + Fab1
11.753,0.84,YiiP + Fab1
11.783,0.864,YiiP + Fab1
11.813,0.889,YiiP + Fab1
11.843,0.913,YiiP + Fab1
11.873,0.938,YiiP + Fab1
11.903,0.966,YiiP + Fab1
11.933,0.991,YiiP + Fab1
11.963,1.015,YiiP + Fab1
11.993,1.039,YiiP + Fab1
12.023,1.066,YiiP + Fab1
12.053,1.092,YiiP + Fab1
12.083,1.119,YiiP + Fab1
12.113,1.145,YiiP + Fab1
12.143,1.174,YiiP + Fab1
12.173,1.2,YiiP + Fab1
12.203,1.226,YiiP + Fab1
12.233,1.251,YiiP + Fab1
12.263,1.279,YiiP + Fab1
12.293,1.306,YiiP + Fab1
12.323,1.333,YiiP + Fab1
12.353,1.359,YiiP + Fab1
12.383,1.387,YiiP + Fab1
12.413,1.415,YiiP + Fab1
12.443,1.442,YiiP + Fab1
12.473,1.47,YiiP + Fab1
12.503,1.497,YiiP + Fab1
12.533,1.524,YiiP + Fab1
12.563,1.551,YiiP + Fab1
12.593,1.575,YiiP + Fab1
12.623,1.598,YiiP + Fab1
12.653,1.623,YiiP + Fab1
12.683,1.649,YiiP + Fab1
12.713,1.673,YiiP + Fab1
12.743,1.696,YiiP + Fab1
12.773,1.72,YiiP + Fab1
12.803,1.746,YiiP + Fab1
12.833,1.772,YiiP + Fab1
12.863,1.794,YiiP + Fab1
12.893,1.813,YiiP + Fab1
12.923,1.832,YiiP + Fab1
12.953,1.854,YiiP + Fab1
12.983,1.873,YiiP + Fab1
13.013,1.888,YiiP + Fab1
13.043,1.905,YiiP + Fab1
13.073,1.921,YiiP + Fab1
13.103,1.936,YiiP + Fab1
13.133,1.947,YiiP + Fab1
13.163,1.958,YiiP + Fab1
13.193,1.969,YiiP + Fab1
13.223,1.979,YiiP + Fab1
13.253,1.983,YiiP + Fab1
13.283,1.986,YiiP + Fab1
13.312,1.989,YiiP + Fab1
13.342,1.992,YiiP + Fab1
13.372,1.993,YiiP + Fab1
13.402,1.99,YiiP + Fab1
13.432,1.985,YiiP + Fab1
13.462,1.976,YiiP + Fab1
13.492,1.965,YiiP + Fab1
13.522,1.952,YiiP + Fab1
13.552,1.939,YiiP + Fab1
13.582,1.925,YiiP + Fab1
13.612,1.906,YiiP + Fab1
13.642,1.884,YiiP + Fab1
13.672,1.859,YiiP + Fab1
13.702,1.833,YiiP + Fab1
13.732,1.809,YiiP + Fab1
13.762,1.78,YiiP + Fab1
13.792,1.749,YiiP + Fab1
13.822,1.715,YiiP + Fab1
13.852,1.683,YiiP + Fab1
13.882,1.649,YiiP + Fab1
13.912,1.613,YiiP + Fab1
13.942,1.58,YiiP + Fab1
13.972,1.547,YiiP + Fab1
14.002,1.513,YiiP + Fab1
14.032,1.477,YiiP + Fab1
14.062,1.443,YiiP + Fab1
14.092,1.408,YiiP + Fab1
14.122,1.372,YiiP + Fab1
14.152,1.337,YiiP + Fab1
14.182,1.303,YiiP + Fab1
14.212,1.271,YiiP + Fab1
14.242,1.239,YiiP + Fab1
14.272,1.209,YiiP + Fab1
14.302,1.177,YiiP + Fab1
14.332,1.147,YiiP + Fab1
14.362,1.12,YiiP + Fab1
14.392,1.092,YiiP + Fab1
14.422,1.063,YiiP + Fab1
14.452,1.032,YiiP + Fab1
14.482,1.003,YiiP + Fab1
14.512,0.959,YiiP + Fab1
14.542,0.921,YiiP + Fab1
14.572,0.89,YiiP + Fab1
14.602,0.875,YiiP + Fab1
14.632,0.853,YiiP + Fab1
14.662,0.829,YiiP + Fab1
14.692,0.802,YiiP + Fab1
14.722,0.773,YiiP + Fab1
14.752,0.743,YiiP + Fab1
14.782,0.712,YiiP + Fab1
14.812,0.686,YiiP + Fab1
14.842,0.659,YiiP + Fab1
14.872,0.635,YiiP + Fab1
14.902,0.608,YiiP + Fab1
14.932,0.585,YiiP + Fab1
14.962,0.558,YiiP + Fab1
14.992,0.532,YiiP + Fab1
15.022,0.507,YiiP + Fab1
15.052,0.482,YiiP + Fab1
15.082,0.458,YiiP + Fab1
15.111,0.434,YiiP + Fab1
15.141,0.411,YiiP + Fab1
15.171,0.389,YiiP + Fab1
15.201,0.369,YiiP + Fab1
15.231,0.349,YiiP + Fab1
15.261,0.326,YiiP + Fab1
15.291,0.303,YiiP + Fab1
15.321,0.283,YiiP + Fab1
15.351,0.267,YiiP + Fab1
15.381,0.252,YiiP + Fab1
15.411,0.239,YiiP + Fab1
15.441,0.226,YiiP + Fab1
15.471,0.213,YiiP + Fab1
15.501,0.202,YiiP + Fab1
15.531,0.192,YiiP + Fab1
15.561,0.181,YiiP + Fab1
15.591,0.172,YiiP + Fab1
15.621,0.161,YiiP + Fab1
15.651,0.152,YiiP + Fab1
15.681,0.142,YiiP + Fab1
15.711,0.137,YiiP + Fab1
15.741,0.131,YiiP + Fab1
15.771,0.127,YiiP + Fab1
15.801,0.117,YiiP + Fab1
15.831,0.11,YiiP + Fab1
15.861,0.107,YiiP + Fab1
15.891,0.109,YiiP + Fab1
15.921,0.107,YiiP + Fab1
15.951,0.102,YiiP + Fab1
15.981,0.098,YiiP + Fab1
16.011,0.096,YiiP + Fab1
16.041,0.096,YiiP + Fab1
16.071,0.096,YiiP + Fab1
16.101,0.095,YiiP + Fab1
16.131,0.096,YiiP + Fab1
16.161,0.092,YiiP + Fab1
16.191,0.091,YiiP + Fab1
16.221,0.09,YiiP + Fab1
16.251,0.092,YiiP + Fab1
16.281,0.095,YiiP + Fab1
16.311,0.099,YiiP + Fab1
16.341,0.103,YiiP + Fab1
16.371,0.107,YiiP + Fab1
16.401,0.113,YiiP + Fab1
16.431,0.121,YiiP + Fab1
16.461,0.131,YiiP + Fab1
16.491,0.143,YiiP + Fab1
16.521,0.158,YiiP + Fab1
16.551,0.169,YiiP + Fab1
16.581,0.18,YiiP + Fab1
16.611,0.194,YiiP + Fab1
16.641,0.215,YiiP + Fab1
16.671,0.24,YiiP + Fab1
16.701,0.266,YiiP + Fab1
16.731,0.294,YiiP + Fab1
16.761,0.326,YiiP + Fab1
16.791,0.361,YiiP + Fab1
16.821,0.403,YiiP + Fab1
16.851,0.453,YiiP + Fab1
16.88,0.517,YiiP + Fab1
16.91,0.597,YiiP + Fab1
16.94,0.708,YiiP + Fab1
16.97,0.851,YiiP + Fab1
17,1.051,YiiP + Fab1
17.03,1.308,YiiP + Fab1
17.06,1.655,YiiP + Fab1
17.09,2.118,YiiP + Fab1
17.12,2.689,YiiP + Fab1
17.15,3.416,YiiP + Fab1
17.18,4.291,YiiP + Fab1
17.21,5.353,YiiP + Fab1
17.24,6.523,YiiP + Fab1
17.27,7.797,YiiP + Fab1
17.3,9.256,YiiP + Fab1
17.33,10.751,YiiP + Fab1
17.36,12.323,YiiP + Fab1
17.39,13.813,YiiP + Fab1
17.42,15.327,YiiP + Fab1
17.45,16.698,YiiP + Fab1
17.48,17.957,YiiP + Fab1
17.51,19,YiiP + Fab1
17.54,19.845,YiiP + Fab1
17.57,20.476,YiiP + Fab1
17.6,20.831,YiiP + Fab1
17.63,20.925,YiiP + Fab1
17.66,20.768,YiiP + Fab1
17.69,20.361,YiiP + Fab1
17.72,19.749,YiiP + Fab1
17.75,18.944,YiiP + Fab1
17.78,18.006,YiiP + Fab1
17.81,16.966,YiiP + Fab1
17.84,15.835,YiiP + Fab1
17.87,14.694,YiiP + Fab1
17.9,13.493,YiiP + Fab1
17.93,12.336,YiiP + Fab1
17.96,11.199,YiiP + Fab1
17.99,10.117,YiiP + Fab1
18.02,9.085,YiiP + Fab1
18.05,8.093,YiiP + Fab1
18.08,7.209,YiiP + Fab1
18.11,6.399,YiiP + Fab1
18.14,5.673,YiiP + Fab1
18.17,5.001,YiiP + Fab1
18.2,4.428,YiiP + Fab1
18.23,3.912,YiiP + Fab1
18.26,3.476,YiiP + Fab1
18.29,3.085,YiiP + Fab1
18.32,2.76,YiiP + Fab1
18.35,2.474,YiiP + Fab1
18.38,2.224,YiiP + Fab1
18.41,2.016,YiiP + Fab1
18.44,1.84,YiiP + Fab1
18.47,1.69,YiiP + Fab1
18.5,1.555,YiiP + Fab1
18.53,1.442,YiiP + Fab1
18.56,1.345,YiiP + Fab1
18.59,1.262,YiiP + Fab1
18.62,1.19,YiiP + Fab1
18.649,1.123,YiiP + Fab1
18.679,1.066,YiiP + Fab1
18.709,1.014,YiiP + Fab1
18.739,0.971,YiiP + Fab1
18.769,0.933,YiiP + Fab1
18.799,0.896,YiiP + Fab1
18.829,0.863,YiiP + Fab1
18.859,0.832,YiiP + Fab1
18.889,0.805,YiiP + Fab1
18.919,0.775,YiiP + Fab1
18.949,0.747,YiiP + Fab1
18.979,0.724,YiiP + Fab1
19.009,0.706,YiiP + Fab1
19.039,0.69,YiiP + Fab1
19.069,0.677,YiiP + Fab1
19.099,0.668,YiiP + Fab1
19.129,0.669,YiiP + Fab1
19.159,0.68,YiiP + Fab1
19.189,0.702,YiiP + Fab1
19.219,0.739,YiiP + Fab1
19.249,0.788,YiiP + Fab1
19.279,0.851,YiiP + Fab1
19.309,0.928,YiiP + Fab1
19.339,1.021,YiiP + Fab1
19.369,1.122,YiiP + Fab1
19.399,1.235,YiiP + Fab1
19.429,1.354,YiiP + Fab1
19.459,1.482,YiiP + Fab1
19.489,1.611,YiiP + Fab1
19.519,1.739,YiiP + Fab1
19.549,1.86,YiiP + Fab1
19.579,1.973,YiiP + Fab1
19.609,2.074,YiiP + Fab1
19.639,2.16,YiiP + Fab1
19.669,2.23,YiiP + Fab1
19.699,2.271,YiiP + Fab1
19.729,2.285,YiiP + Fab1
19.759,2.277,YiiP + Fab1
19.789,2.245,YiiP + Fab1
19.819,2.194,YiiP + Fab1
19.849,2.119,YiiP + Fab1
19.879,2.032,YiiP + Fab1
19.909,1.939,YiiP + Fab1
19.939,1.841,YiiP + Fab1
19.969,1.739,YiiP + Fab1
19.999,1.635,YiiP + Fab1
20.029,1.536,YiiP + Fab1
20.059,1.435,YiiP + Fab1
20.089,1.342,YiiP + Fab1
20.119,1.25,YiiP + Fab1
20.149,1.166,YiiP + Fab1
20.179,1.086,YiiP + Fab1
20.209,1.008,YiiP + Fab1
20.239,0.932,YiiP + Fab1
20.269,0.855,YiiP + Fab1
20.299,0.781,YiiP + Fab1
20.329,0.705,YiiP + Fab1
20.359,0.623,YiiP + Fab1
20.389,0.54,YiiP + Fab1
20.418,0.454,YiiP + Fab1
20.448,0.368,YiiP + Fab1
20.478,0.282,YiiP + Fab1
20.508,0.202,YiiP + Fab1
20.538,0.136,YiiP + Fab1
20.568,0.089,YiiP + Fab1
20.598,0.065,YiiP + Fab1
20.628,0.062,YiiP + Fab1
20.658,0.083,YiiP + Fab1
20.688,0.133,YiiP + Fab1
20.718,0.211,YiiP + Fab1
20.748,0.313,YiiP + Fab1
20.778,0.424,YiiP + Fab1
20.808,0.538,YiiP + Fab1
20.838,0.641,YiiP + Fab1
20.868,0.731,YiiP + Fab1
20.898,0.796,YiiP + Fab1
20.928,0.838,YiiP + Fab1
20.958,0.864,YiiP + Fab1
20.988,0.879,YiiP + Fab1
21.018,0.889,YiiP + Fab1
21.048,0.893,YiiP + Fab1
21.078,0.896,YiiP + Fab1
21.108,0.898,YiiP + Fab1
21.138,0.898,YiiP + Fab1
21.168,0.895,YiiP + Fab1
21.198,0.894,YiiP + Fab1
21.228,0.892,YiiP + Fab1
21.258,0.884,YiiP + Fab1
21.288,0.867,YiiP + Fab1
21.318,0.848,YiiP + Fab1
21.348,0.828,YiiP + Fab1
21.378,0.805,YiiP + Fab1
21.408,0.775,YiiP + Fab1
21.438,0.741,YiiP + Fab1
21.468,0.707,YiiP + Fab1
21.498,0.675,YiiP + Fab1
21.528,0.647,YiiP + Fab1
21.558,0.617,YiiP + Fab1
21.588,0.593,YiiP + Fab1
21.618,0.567,YiiP + Fab1
21.648,0.547,YiiP + Fab1
21.678,0.528,YiiP + Fab1
21.708,0.51,YiiP + Fab1
21.738,0.492,YiiP + Fab1
21.768,0.477,YiiP + Fab1
21.798,0.459,YiiP + Fab1
21.828,0.441,YiiP + Fab1
21.858,0.427,YiiP + Fab1
21.888,0.415,YiiP + Fab1
21.918,0.401,YiiP + Fab1
21.948,0.39,YiiP + Fab1
21.978,0.38,YiiP + Fab1
22.008,0.373,YiiP + Fab1
22.038,0.361,YiiP + Fab1
22.068,0.349,YiiP + Fab1
22.098,0.339,YiiP + Fab1
22.128,0.33,YiiP + Fab1
22.158,0.324,YiiP + Fab1
22.187,0.315,YiiP + Fab1
22.217,0.306,YiiP + Fab1
22.247,0.298,YiiP + Fab1
22.277,0.292,YiiP + Fab1
22.307,0.286,YiiP + Fab1
22.337,0.276,YiiP + Fab1
22.367,0.269,YiiP + Fab1
22.397,0.264,YiiP + Fab1
22.427,0.262,YiiP + Fab1
22.457,0.259,YiiP + Fab1
22.487,0.255,YiiP + Fab1
22.517,0.25,YiiP + Fab1
22.547,0.243,YiiP + Fab1
22.577,0.235,YiiP + Fab1
22.607,0.226,YiiP + Fab1
22.637,0.217,YiiP + Fab1
22.667,0.209,YiiP + Fab1
22.697,0.2,YiiP + Fab1
22.727,0.191,YiiP + Fab1
22.757,0.183,YiiP + Fab1
22.787,0.177,YiiP + Fab1
22.817,0.168,YiiP + Fab1
22.847,0.156,YiiP + Fab1
22.877,0.146,YiiP + Fab1
22.907,0.14,YiiP + Fab1
22.937,0.135,YiiP + Fab1
22.967,0.13,YiiP + Fab1
22.997,0.121,YiiP + Fab1
23.027,0.113,YiiP + Fab1
23.057,0.108,YiiP + Fab1
23.087,0.107,YiiP + Fab1
23.117,0.105,YiiP + Fab1
23.147,0.102,YiiP + Fab1
23.177,0.099,YiiP + Fab1
23.207,0.094,YiiP + Fab1
23.237,0.088,YiiP + Fab1
23.267,0.081,YiiP + Fab1
23.297,0.077,YiiP + Fab1
23.327,0.072,YiiP + Fab1
23.357,0.07,YiiP + Fab1
23.387,0.066,YiiP + Fab1
23.417,0.062,YiiP + Fab1
23.447,0.06,YiiP + Fab1
23.477,0.058,YiiP + Fab1
23.507,0.056,YiiP + Fab1
23.537,0.055,YiiP + Fab1
23.567,0.058,YiiP + Fab1
23.597,0.059,YiiP + Fab1
23.627,0.054,YiiP + Fab1
23.657,0.05,YiiP + Fab1
23.687,0.044,YiiP + Fab1
23.717,0.04,YiiP + Fab1
23.747,0.036,YiiP + Fab1
23.777,0.031,YiiP + Fab1
23.807,0.027,YiiP + Fab1
23.837,0.025,YiiP + Fab1
23.867,0.017,YiiP + Fab1
23.897,0.007,YiiP + Fab1
23.927,0,YiiP + Fab1
23.957,0.004,YiiP + Fab1
23.986,0.008,YiiP + Fab1
24.016,0.01,YiiP + Fab1
24.046,0.011,YiiP + Fab1
24.076,0.013,YiiP + Fab1
24.106,0.013,YiiP + Fab1
24.136,0.016,YiiP + Fab1
24.166,0.018,YiiP + Fab1
24.196,0.021,YiiP + Fab1
24.226,0.024,YiiP + Fab1
24.256,0.028,YiiP + Fab1
24.286,0.032,YiiP + Fab1
24.316,0.037,YiiP + Fab1
24.346,0.043,YiiP + Fab1
24.376,0.05,YiiP + Fab1
24.406,0.056,YiiP + Fab1
24.436,0.064,YiiP + Fab1
24.466,0.076,YiiP + Fab1
24.496,0.086,YiiP + Fab1
24.526,0.094,YiiP + Fab1
24.556,0.101,YiiP + Fab1
24.586,0.108,YiiP + Fab1
24.616,0.116,YiiP + Fab1
24.646,0.125,YiiP + Fab1
24.676,0.133,YiiP + Fab1
24.706,0.14,YiiP + Fab1
24.736,0.144,YiiP + Fab1
24.766,0.151,YiiP + Fab1
24.796,0.157,YiiP + Fab1
24.826,0.16,YiiP + Fab1
24.856,0.163,YiiP + Fab1
24.886,0.165,YiiP + Fab1
24.916,0.167,YiiP + Fab1
24.946,0.167,YiiP + Fab1
24.976,0.168,YiiP + Fab1
25.006,0.172,YiiP + Fab1
25.036,0.175,YiiP + Fab1
25.066,0.177,YiiP + Fab1
25.096,0.176,YiiP + Fab1
25.126,0.177,YiiP + Fab1
25.156,0.178,YiiP + Fab1
25.186,0.177,YiiP + Fab1
25.216,0.174,YiiP + Fab1
25.246,0.173,YiiP + Fab1
25.276,0.172,YiiP + Fab1
25.306,0.173,YiiP + Fab1
25.336,0.171,YiiP + Fab1
25.366,0.167,YiiP + Fab1
25.396,0.167,YiiP + Fab1
25.426,0.167,YiiP + Fab1
25.456,0.164,YiiP + Fab1
25.486,0.162,YiiP + Fab1
25.516,0.161,YiiP + Fab1
25.546,0.159,YiiP + Fab1
25.576,0.157,YiiP + Fab1
25.606,0.154,YiiP + Fab1
25.636,0.153,YiiP + Fab1
25.666,0.153,YiiP + Fab1
25.696,0.154,YiiP + Fab1
25.726,0.149,YiiP + Fab1
25.755,0.146,YiiP + Fab1
25.785,0.145,YiiP + Fab1
25.815,0.144,YiiP + Fab1
25.845,0.141,YiiP + Fab1
25.875,0.138,YiiP + Fab1
25.905,0.136,YiiP + Fab1
25.935,0.135,YiiP + Fab1
25.965,0.132,YiiP + Fab1
25.995,0.131,YiiP + Fab1
26.025,0.131,YiiP + Fab1
26.055,0.132,YiiP + Fab1
26.085,0.132,YiiP + Fab1
26.115,0.129,YiiP + Fab1
26.145,0.126,YiiP + Fab1
26.175,0.125,YiiP + Fab1
26.205,0.124,YiiP + Fab1
26.235,0.122,YiiP + Fab1
26.265,0.12,YiiP + Fab1
26.295,0.119,YiiP + Fab1
26.325,0.119,YiiP + Fab1
